,,,,,X,absX,xdiff,Y,absY,ydiff,Z,absZ,zdiff,adiff,,,
10-14-58 269,0,0,0.32,0.68,-0.909531,0.909531,0,0.517731,0.517731,0,-0.018753,0.018753,0,0,-5.793563,-1.459767,-2.508855
10-14-58 326,0,0,0.4,0.76,-0.909531,0.909531,0,0.517731,0.517731,0,-0.018753,0.018753,0,0,-5.793563,-1.459767,-2.508855
10-14-58 375,2,0,0.2,0.68,-0.909531,0.909531,0,0.517731,0.517731,0,-0.018753,0.018753,0,0,-5.793563,-1.459767,-2.508855
10-14-58 424,0,0,0,0.36,-0.960724,0.960724,0.051193,0.232452,0.232452,0.285279,-0.091415,0.091415,0.072662,0.298805283,-5.793563,-1.459767,-2.508855
10-14-58 473,0,0.04,0,0.24,-0.960724,0.960724,0,0.232452,0.232452,0,-0.091415,0.091415,0,0,0.762593,-1.14106,-0.340598
10-14-58 531,0,0.04,0,0.12,-0.960724,0.960724,0,0.232452,0.232452,0,-0.091415,0.091415,0,0,0.762593,-1.14106,-0.340598
10-14-58 580,0,0.24,0,0.04,-0.960724,0.960724,0,0.232452,0.232452,0,-0.091415,0.091415,0,0,0.762593,-1.14106,-0.340598
10-14-58 629,0,0.28,0,0,-0.824753,0.824753,0.135971,0.394943,0.394943,0.162491,-0.003235,0.003235,0.08818,0.229493247,0.762593,-1.14106,-0.340598
10-14-58 688,0,0.4,0,0,-0.824753,0.824753,0,0.394943,0.394943,0,-0.003235,0.003235,0,0,0.68622,0.173368,0.061827
10-14-58 737,0,0.52,0,0,-0.824753,0.824753,0,0.394943,0.394943,0,-0.003235,0.003235,0,0,0.68622,0.173368,0.061827
10-14-58 786,0,0.6,0,0,-0.824753,0.824753,0,0.394943,0.394943,0,-0.003235,0.003235,0,0,0.68622,0.173368,0.061827
10-14-58 844,0,0.64,0,0,-0.566437,0.566437,0.258316,0.460953,0.460953,0.06601,-0.112885,0.112885,0.10965,0.288283885,0.68622,0.173368,0.061827
10-14-58 893,2.36,0.6,0,0,-0.566437,0.566437,0,0.460953,0.460953,0,-0.112885,0.112885,0,0,1.044907,0.25642,0.478399
10-14-58 941,0,0.28,0,0,-0.566437,0.566437,0,0.460953,0.460953,0,-0.112885,0.112885,0,0,1.044907,0.25642,0.478399
10-14-58 990,0,0,0,0,-0.566437,0.566437,0,0.460953,0.460953,0,-0.112885,0.112885,0,0,1.044907,0.25642,0.478399
10-14-59 039,0,0,0,0,-1.028809,1.028809,0.462372,0.626328,0.626328,0.165375,-0.310913,0.310913,0.198028,0.529482621,1.044907,0.25642,0.478399
10-14-59 098,0,0,0,0,-1.028809,1.028809,0,0.626328,0.626328,0,-0.310913,0.310913,0,0,-0.053617,1.578056,0.338815
10-14-59 146,0,0,0,0,-1.028809,1.028809,0,0.626328,0.626328,0,-0.310913,0.310913,0,0,-0.053617,1.578056,0.338815
10-14-59 196,0,0,0,0,-1.028809,1.028809,0,0.626328,0.626328,0,-0.310913,0.310913,0,0,-0.053617,1.578056,0.338815
10-14-59 254,0,0,0,0,-0.927475,0.927475,0.101334,0.346222,0.346222,0.280106,-0.226639,0.226639,0.084274,0.309564303,-0.254396,0.142572,-0.312029
10-14-59 303,0,0,0,0,-0.927475,0.927475,0,0.346222,0.346222,0,-0.226639,0.226639,0,0,-0.254396,0.142572,-0.312029
10-14-59 353,0,0,0,0,-0.927475,0.927475,0,0.346222,0.346222,0,-0.226639,0.226639,0,0,-0.254396,0.142572,-0.312029
10-14-59 401,0,0,0,0,-0.927475,0.927475,0,0.346222,0.346222,0,-0.226639,0.226639,0,0,-0.254396,0.142572,-0.312029
10-14-59 555,0,0,0.28,0.28,-0.890656,0.890656,0.036819,0.383347,0.383347,0.037125,-0.235474,0.235474,0.008835,0.053027932,0.647941,-0.013324,0.120715
10-14-59 561,0,0,0,0,-0.890656,0.890656,0,0.383347,0.383347,0,-0.235474,0.235474,0,0,0.647941,-0.013324,0.120715
10-14-59 565,0,0,0,0,-0.890656,0.890656,0,0.383347,0.383347,0,-0.235474,0.235474,0,0,0.647941,-0.013324,0.120715
10-14-59 569,0,0,0,0,-0.890656,0.890656,0,0.383347,0.383347,0,-0.235474,0.235474,0,0,0.647941,-0.013324,0.120715
10-14-59 606,0,0,0,0,-0.890656,0.890656,0,0.383347,0.383347,0,-0.235474,0.235474,0,0,0.647941,-0.013324,0.120715
10-14-59 664,0,0,0,0,-0.909683,0.909683,0.019027,0.385071,0.385071,0.001724,-0.363129,0.363129,0.127655,0.129076713,-0.552686,0.429563,-0.053557
10-14-59 818,0,0,0,0,-0.909683,0.909683,0,0.385071,0.385071,0,-0.363129,0.363129,0,0,-0.552686,0.429563,-0.053557
10-14-59 823,0,0,0,0,-0.909683,0.909683,0,0.385071,0.385071,0,-0.363129,0.363129,0,0,-0.552686,0.429563,-0.053557
10-14-59 895,0,0,0,0,-0.969757,0.969757,0.060074,0.451614,0.451614,0.066543,0.148529,0.148529,0.511658,0.519452371,-0.518711,-1.352696,-0.113249
10-14-59 901,0,0,0,0.08,-0.969757,0.969757,0,0.451614,0.451614,0,0.148529,0.148529,0,0,-0.518711,-1.352696,-0.113249
10-14-59 918,0,0,0,0.36,-0.969757,0.969757,0,0.451614,0.451614,0,0.148529,0.148529,0,0,-0.518711,-1.352696,-0.113249
10-14-59 968,0,0,0.16,0.68,-0.969757,0.969757,0,0.451614,0.451614,0,0.148529,0.148529,0,0,-0.518711,-1.352696,-0.113249
10-15-00 025,0,0,0.04,0.72,-0.969757,0.969757,0,0.451614,0.451614,0,0.148529,0.148529,0,0,-0.518711,-1.352696,-0.113249
10-15-00 074,0,0,0,0.4,-0.969757,0.969757,0,0.451614,0.451614,0,0.148529,0.148529,0,0,-0.371376,-0.896853,-0.484784
10-15-00 123,0,0.08,0,0.2,-0.854126,0.854126,0.115631,0.403152,0.403152,0.048462,-0.110443,0.110443,0.258972,0.287724852,-0.371376,-0.896853,-0.484784
10-15-00 172,0,0.16,0,0.08,-0.854126,0.854126,0,0.403152,0.403152,0,-0.110443,0.110443,0,0,-0.371376,-0.896853,-0.484784
10-15-00 230,0,0.08,0,0.04,-0.854126,0.854126,0,0.403152,0.403152,0,-0.110443,0.110443,0,0,-0.371376,-0.896853,-0.484784
10-15-00 279,0,0.12,0,0.12,-0.854126,0.854126,0,0.403152,0.403152,0,-0.110443,0.110443,0,0,0.300518,0.276686,0.070633
10-15-00 328,0,0.12,0,0.04,-0.855255,0.855255,0.001129,0.352325,0.352325,0.050827,0.073868,0.073868,0.184311,0.191194151,0.300518,0.276686,0.070633
10-15-00 388,0,0.12,0,0.04,-0.855255,0.855255,0,0.352325,0.352325,0,0.073868,0.073868,0,0,0.300518,0.276686,0.070633
10-15-00 436,0,0.16,0,0.04,-0.855255,0.855255,0,0.352325,0.352325,0,0.073868,0.073868,0,0,0.300518,0.276686,0.070633
10-15-00 485,0,0.16,0,0.04,-0.855255,0.855255,0,0.352325,0.352325,0,0.073868,0.073868,0,0,0.465344,-0.111704,-0.070648
10-15-00 534,0,0.08,0,0.04,-0.821014,0.821014,0.034241,0.981613,0.981613,0.629288,-0.18959,0.18959,0.263458,0.683070971,0.465344,-0.111704,-0.070648
10-15-00 592,0,0,0,0,-0.821014,0.821014,0,0.981613,0.981613,0,-0.18959,0.18959,0,0,0.465344,-0.111704,-0.070648
10-15-00 641,0,0,0,0,-0.821014,0.821014,0,0.981613,0.981613,0,-0.18959,0.18959,0,0,0.465344,-0.111704,-0.070648
10-15-00 689,0,0,0,0,-0.821014,0.821014,0,0.981613,0.981613,0,-0.18959,0.18959,0,0,-0.61543,1.267006,0.044277
10-15-00 741,0,0,0,0,-1.027512,1.027512,0.206498,0.318008,0.318008,0.663605,-0.272034,0.272034,0.082444,0.699864296,-0.61543,1.267006,0.044277
10-15-00 797,0,0,0,0,-1.027512,1.027512,0,0.318008,0.318008,0,-0.272034,0.272034,0,0,-0.61543,1.267006,0.044277
10-15-00 846,0,0,0,0,-1.027512,1.027512,0,0.318008,0.318008,0,-0.272034,0.272034,0,0,-0.61543,1.267006,0.044277
10-15-00 895,0,0,0,0,-1.027512,1.027512,0,0.318008,0.318008,0,-0.272034,0.272034,0,0,0.304717,0.106516,-0.09105
10-15-00 953,0,0,0,0,-0.923309,0.923309,0.104203,0.401154,0.401154,0.083146,-0.212997,0.212997,0.059037,0.145797428,0.304717,0.106516,-0.09105
10-15-01 003,0,0,0,0,-0.923309,0.923309,0,0.401154,0.401154,0,-0.212997,0.212997,0,0,0.304717,0.106516,-0.09105
10-15-01 051,0,0,0,0,-0.923309,0.923309,0,0.401154,0.401154,0,-0.212997,0.212997,0,0,0.385491,0.348055,0.025199
10-15-01 100,0,0,0,0,-0.923309,0.923309,0,0.401154,0.401154,0,-0.212997,0.212997,0,0,0.385491,0.348055,0.025199
10-15-01 159,0,0,0,0,-0.877426,0.877426,0.045883,0.352142,0.352142,0.049012,-0.210922,0.210922,0.002075,0.067169424,0.385491,0.348055,0.025199
10-15-01 211,0,0,0,0,-0.877426,0.877426,0,0.352142,0.352142,0,-0.210922,0.210922,0,0,0.385491,0.348055,0.025199
10-15-01 256,0,0,0,0,-0.877426,0.877426,0,0.352142,0.352142,0,-0.210922,0.210922,0,0,-0.344048,0.285676,0.030419
10-15-01 305,0,0,0,0,-0.877426,0.877426,0,0.352142,0.352142,0,-0.210922,0.210922,0,0,-0.344048,0.285676,0.030419
10-15-01 363,0,0,0,0,-0.931717,0.931717,0.054291,0.363678,0.363678,0.011536,-0.407776,0.407776,0.196854,0.204528945,-0.344048,0.285676,0.030419
10-15-01 412,0,0,0,0.08,-0.931717,0.931717,0,0.363678,0.363678,0,-0.407776,0.407776,0,0,-0.344048,0.285676,0.030419
10-15-01 462,0,0,0,0.12,-0.931717,0.931717,0,0.363678,0.363678,0,-0.407776,0.407776,0,0,0.369121,-1.39267,0.2041
10-15-01 520,0,0,0,0.24,-0.931717,0.931717,0,0.363678,0.363678,0,-0.407776,0.407776,0,0,0.369121,-1.39267,0.2041
10-15-01 568,0,0,0,0.4,-0.887756,0.887756,0.043961,0.54039,0.54039,0.176712,0.01825,0.01825,0.426026,0.463311831,0.369121,-1.39267,0.2041
10-15-01 618,0,0,0,0.48,-0.887756,0.887756,0,0.54039,0.54039,0,0.01825,0.01825,0,0,0.369121,-1.39267,0.2041
10-15-01 667,0,0,0,0.32,-0.887756,0.887756,0,0.54039,0.54039,0,0.01825,0.01825,0,0,-1.362629,-0.266417,-0.240973
10-15-01 725,0,0.12,0,0.08,-0.887756,0.887756,0,0.54039,0.54039,0,0.01825,0.01825,0,0,-1.362629,-0.266417,-0.240973
10-15-01 774,0,0.24,0,0.04,-0.860535,0.860535,0.027221,0.479996,0.479996,0.060394,0.018066,0.018066,0.000184,0.066245392,-1.362629,-0.266417,-0.240973
10-15-01 822,0,0.32,0,0,-0.860535,0.860535,0,0.479996,0.479996,0,0.018066,0.018066,0,0,-1.362629,-0.266417,-0.240973
10-15-01 881,0,0.44,0,0,-0.860535,0.860535,0,0.479996,0.479996,0,0.018066,0.018066,0,0,0.283554,-0.22906,-0.548013
10-15-01 930,0,0.52,0,0,-0.860535,0.860535,0,0.479996,0.479996,0,0.018066,0.018066,0,0,0.283554,-0.22906,-0.548013
10-15-01 984,0,0.6,0,0,-0.850449,0.850449,0.010086,0.307922,0.307922,0.172074,0.076248,0.076248,0.058182,0.181923979,0.283554,-0.22906,-0.548013
10-15-02 027,2.36,0.68,0,0,-0.850449,0.850449,0,0.307922,0.307922,0,0.076248,0.076248,0,0,0.283554,-0.22906,-0.548013
10-15-02 086,0,0.8,0,0,-0.850449,0.850449,0,0.307922,0.307922,0,0.076248,0.076248,0,0,0.713174,0.019459,-0.188985
10-15-02 136,0,0.8,0,0,-0.850449,0.850449,0,0.307922,0.307922,0,0.076248,0.076248,0,0,0.713174,0.019459,-0.188985
10-15-02 184,0,0.52,0,0,-1.410599,1.410599,0.56015,1.10379,1.10379,0.795868,-0.026657,0.026657,0.102905,0.978653838,0.713174,0.019459,-0.188985
10-15-02 234,0,0.12,0,0,-1.410599,1.410599,0,1.10379,1.10379,0,-0.026657,0.026657,0,0,0.713174,0.019459,-0.188985
10-15-02 293,0,0,0,0,-1.410599,1.410599,0,1.10379,1.10379,0,-0.026657,0.026657,0,0,-0.843844,0.575152,-0.047171
10-15-02 340,0,0,0,0,-1.410599,1.410599,0,1.10379,1.10379,0,-0.026657,0.026657,0,0,-0.843844,0.575152,-0.047171
10-15-02 389,0,0,0,0,-0.854645,0.854645,0.555954,0.166519,0.166519,0.937271,-0.35437,0.35437,0.327713,1.137962033,-0.843844,0.575152,-0.047171
10-15-02 447,0,0,0,0,-0.854645,0.854645,0,0.166519,0.166519,0,-0.35437,0.35437,0,0,1.387995,-0.255965,0.42331
10-15-02 496,0,0,0,0,-0.854645,0.854645,0,0.166519,0.166519,0,-0.35437,0.35437,0,0,1.387995,-0.255965,0.42331
10-15-02 545,0,0,0,0,-0.854645,0.854645,0,0.166519,0.166519,0,-0.35437,0.35437,0,0,1.387995,-0.255965,0.42331
10-15-02 594,0,0,0,0,-0.854645,0.854645,0,0.166519,0.166519,0,-0.35437,0.35437,0,0,1.387995,-0.255965,0.42331
10-15-02 653,0,0,0,0,-0.855743,0.855743,0.001098,0.434784,0.434784,0.268265,-0.123611,0.123611,0.230759,0.353860187,-0.567619,0.177422,-0.178292
10-15-02 702,0,0,0,0,-0.855743,0.855743,0,0.434784,0.434784,0,-0.123611,0.123611,0,0,-0.567619,0.177422,-0.178292
10-15-02 750,0,0,0,0,-0.855743,0.855743,0,0.434784,0.434784,0,-0.123611,0.123611,0,0,-0.567619,0.177422,-0.178292
10-15-02 799,0,0,0,0,-0.855743,0.855743,0,0.434784,0.434784,0,-0.123611,0.123611,0,0,-0.567619,0.177422,-0.178292
10-15-02 860,0,0,0,0,-0.992218,0.992218,0.136475,0.391541,0.391541,0.043243,-0.233978,0.233978,0.110367,0.180765753,0.365692,1.636901,0.178086
10-15-02 907,0,0,0,0,-0.992218,0.992218,0,0.391541,0.391541,0,-0.233978,0.233978,0,0,0.365692,1.636901,0.178086
10-15-02 955,0,0,0,0,-0.992218,0.992218,0,0.391541,0.391541,0,-0.233978,0.233978,0,0,0.365692,1.636901,0.178086
10-15-03 014,0,0,0.16,0.48,-0.992218,0.992218,0,0.391541,0.391541,0,-0.233978,0.233978,0,0,0.365692,1.636901,0.178086
10-15-03 064,0,0,0,0.04,-1.262802,1.262802,0.270584,0.380142,0.380142,0.011399,-1.380402,1.380402,1.146424,1.177978619,-4.865923,-0.317824,-1.870391
10-15-03 114,0,0.24,0,0,-1.262802,1.262802,0,0.380142,0.380142,0,-1.380402,1.380402,0,0,-4.865923,-0.317824,-1.870391
10-15-03 160,0,0.08,0,0,-1.262802,1.262802,0,0.380142,0.380142,0,-1.380402,1.380402,0,0,-4.865923,-0.317824,-1.870391
10-15-03 223,0,0,0,0,-1.262802,1.262802,0,0.380142,0.380142,0,-1.380402,1.380402,0,0,-4.865923,-0.317824,-1.870391
10-15-03 269,0,0,0,0,-3.239975,3.239975,1.977173,0.855392,0.855392,0.47525,-5.460922,5.460922,4.08052,4.559135785,-3.413019,4.74696,1.97314
10-15-03 320,0,0,0.04,0,-3.239975,3.239975,0,0.855392,0.855392,0,-5.460922,5.460922,0,0,-3.413019,4.74696,1.97314
10-15-03 366,0.08,0,0,0,-3.239975,3.239975,0,0.855392,0.855392,0,-5.460922,5.460922,0,0,-3.413019,4.74696,1.97314
10-15-03 425,0,0,0,0.12,-3.239975,3.239975,0,0.855392,0.855392,0,-5.460922,5.460922,0,0,-3.413019,4.74696,1.97314
10-15-03 473,0,0,0,0,-1.500763,1.500763,1.739212,-0.234497,0.234497,1.089889,0.184265,0.184265,5.645187,6.006733944,0.314438,1.19371,1.09545
10-15-03 522,0,0,0,0,-1.500763,1.500763,0,-0.234497,0.234497,0,0.184265,0.184265,0,0,0.314438,1.19371,1.09545
10-15-03 580,0,0.2,0,0,-1.500763,1.500763,0,-0.234497,0.234497,0,0.184265,0.184265,0,0,0.314438,1.19371,1.09545
10-15-03 629,0,0.2,0,0,-1.500763,1.500763,0,-0.234497,0.234497,0,0.184265,0.184265,0,0,0.314438,1.19371,1.09545
10-15-03 680,0,0,0,0,-0.833099,0.833099,0.667664,0.113342,0.113342,0.347839,-0.386993,0.386993,0.571258,0.94504121,2.720745,1.083429,0.856261
10-15-03 841,0,0,0,0,-0.833099,0.833099,0,0.113342,0.113342,0,-0.386993,0.386993,0,0,3.986058,-1.209864,-1.749334
10-15-03 845,0,0,0,0,-0.833099,0.833099,0,0.113342,0.113342,0,-0.386993,0.386993,0,0,3.986058,-1.209864,-1.749334
10-15-03 849,0,0,0,0,-0.833099,0.833099,0,0.113342,0.113342,0,-0.386993,0.386993,0,0,3.986058,-1.209864,-1.749334
10-15-03 884,0.08,0,0,0,-0.405884,0.405884,0.427215,0.898666,0.898666,0.785324,-1.43338,1.43338,1.046387,1.376289285,3.986058,-1.209864,-1.749334
10-15-03 932,0,0,0,0,-0.405884,0.405884,0,0.898666,0.898666,0,-1.43338,1.43338,0,0,3.986058,-1.209864,-1.749334
10-15-03 991,0,0,0,0,-0.405884,0.405884,0,0.898666,0.898666,0,-1.43338,1.43338,0,0,3.986058,-1.209864,-1.749334
10-15-04 039,0,0,0,0,-0.405884,0.405884,0,0.898666,0.898666,0,-1.43338,1.43338,0,0,0.691825,-0.106139,-1.374629
10-15-04 088,0,0,0,0,-0.532364,0.532364,0.12648,-0.006271,0.006271,0.904937,-0.985886,0.985886,0.447494,1.017427661,0.691825,-0.106139,-1.374629
10-15-04 147,0,0,0,0,-0.532364,0.532364,0,-0.006271,0.006271,0,-0.985886,0.985886,0,0,0.691825,-0.106139,-1.374629
10-15-04 195,0,0,0,0,-0.532364,0.532364,0,-0.006271,0.006271,0,-0.985886,0.985886,0,0,0.691825,-0.106139,-1.374629
10-15-04 244,0,0,0,0,-0.532364,0.532364,0,-0.006271,0.006271,0,-0.985886,0.985886,0,0,0.203228,-0.093414,-0.575804
10-15-04 293,0,0,0,0,-0.654694,0.654694,0.12233,-0.422775,0.422775,0.416504,-0.596451,0.596451,0.389435,0.583180787,0.203228,-0.093414,-0.575804
10-15-04 352,0,0,0,0,-0.654694,0.654694,0,-0.422775,0.422775,0,-0.596451,0.596451,0,0,0.203228,-0.093414,-0.575804
10-15-04 401,0,0,0,0,-0.654694,0.654694,0,-0.422775,0.422775,0,-0.596451,0.596451,0,0,0.203228,-0.093414,-0.575804
10-15-04 450,0,0,0,0,-0.654694,0.654694,0,-0.422775,0.422775,0,-0.596451,0.596451,0,0,0.362991,-0.483161,-0.177543
10-15-04 499,0,0,0,0,-0.639282,0.639282,0.015412,-0.531281,0.531281,0.108506,-0.612579,0.612579,0.016128,0.110775422,0.362991,-0.483161,-0.177543
10-15-04 557,0,0,0,0,-0.639282,0.639282,0,-0.531281,0.531281,0,-0.612579,0.612579,0,0,0.362991,-0.483161,-0.177543
10-15-04 606,0,0,0,0,-0.639282,0.639282,0,-0.531281,0.531281,0,-0.612579,0.612579,0,0,0.362991,-0.483161,-0.177543
10-15-04 655,0,0,0,0,-0.639282,0.639282,0,-0.531281,0.531281,0,-0.612579,0.612579,0,0,0.836674,-0.379996,-0.030524
10-15-04 704,0,0,0,0,-0.792709,0.792709,0.153427,-0.562592,0.562592,0.031311,-0.408356,0.408356,0.204223,0.257346569,0.836674,-0.379996,-0.030524
10-15-04 762,0,0,0,0,-0.792709,0.792709,0,-0.562592,0.562592,0,-0.408356,0.408356,0,0,0.836674,-0.379996,-0.030524
10-15-04 811,0,0,0,0,-0.792709,0.792709,0,-0.562592,0.562592,0,-0.408356,0.408356,0,0,0.836674,-0.379996,-0.030524
10-15-04 860,0,0,0,0,-0.792709,0.792709,0,-0.562592,0.562592,0,-0.408356,0.408356,0,0,0.554746,-0.191987,-0.131366
10-15-04 918,0,0,0,0,-0.676315,0.676315,0.116394,-0.617935,0.617935,0.055343,-0.237091,0.237091,0.171265,0.214341109,0.554746,-0.191987,-0.131366
10-15-04 967,0,0,0,0,-0.676315,0.676315,0,-0.617935,0.617935,0,-0.237091,0.237091,0,0,0.554746,-0.191987,-0.131366
10-15-05 016,0,0,0,0,-0.676315,0.676315,0,-0.617935,0.617935,0,-0.237091,0.237091,0,0,0.554746,-0.191987,-0.131366
10-15-05 065,0,0,0,0,-0.676315,0.676315,0,-0.617935,0.617935,0,-0.237091,0.237091,0,0,0.305484,-0.442863,0.067028
10-15-05 123,0,0,0,0,-0.766022,0.766022,0.089707,-0.606308,0.606308,0.011627,-0.123062,0.123062,0.114029,0.145551179,0.305484,-0.442863,0.067028
10-15-05 172,0,0,0,0,-0.766022,0.766022,0,-0.606308,0.606308,0,-0.123062,0.123062,0,0,0.305484,-0.442863,0.067028
10-15-05 221,0,0,0,0,-0.766022,0.766022,0,-0.606308,0.606308,0,-0.123062,0.123062,0,0,0.305484,-0.442863,0.067028
10-15-05 270,0,0,0,0,-0.766022,0.766022,0,-0.606308,0.606308,0,-0.123062,0.123062,0,0,0.15785,-0.430982,-0.028149
10-15-05 328,0,0,0,0,-0.781342,0.781342,0.01532,-0.598373,0.598373,0.007935,-0.040375,0.040375,0.082687,0.084467784,0.15785,-0.430982,-0.028149
10-15-05 377,0,0,0,0,-0.781342,0.781342,0,-0.598373,0.598373,0,-0.040375,0.040375,0,0,0.15785,-0.430982,-0.028149
10-15-05 426,0,0,0,0,-0.781342,0.781342,0,-0.598373,0.598373,0,-0.040375,0.040375,0,0,0.15785,-0.430982,-0.028149
10-15-05 485,0,0,0,0,-0.781342,0.781342,0,-0.598373,0.598373,0,-0.040375,0.040375,0,0,0.164472,-0.290797,-0.050599
10-15-05 533,0,0,0,0,-0.781342,0.781342,0,-0.598373,0.598373,0,-0.040375,0.040375,0,0,0.164472,-0.290797,-0.050599
10-15-05 582,0,0,0,0,-0.753769,0.753769,0.027573,-0.666107,0.666107,0.067734,-0.005783,0.005783,0.034592,0.080899762,0.164472,-0.290797,-0.050599
10-15-05 631,0,0,0,0,-0.753769,0.753769,0,-0.666107,0.666107,0,-0.005783,0.005783,0,0,0.164472,-0.290797,-0.050599
10-15-05 690,0,0,0,0,-0.753769,0.753769,0,-0.666107,0.666107,0,-0.005783,0.005783,0,0,0.446714,-0.371431,0.031916
10-15-05 739,0,0,0,0,-0.753769,0.753769,0,-0.666107,0.666107,0,-0.005783,0.005783,0,0,0.446714,-0.371431,0.031916
10-15-05 788,0,0,0,0,-0.787872,0.787872,0.034103,-0.580017,0.580017,0.08609,0.199036,0.199036,0.204819,0.224778392,0.446714,-0.371431,0.031916
10-15-05 837,0,0,0,0,-0.787872,0.787872,0,-0.580017,0.580017,0,0.199036,0.199036,0,0,0.26102,-0.470098,-0.038748
10-15-05 895,0,0,0,0,-0.787872,0.787872,0,-0.580017,0.580017,0,0.199036,0.199036,0,0,0.26102,-0.470098,-0.038748
10-15-05 944,0,0,0,0,-0.787872,0.787872,0,-0.580017,0.580017,0,0.199036,0.199036,0,0,0.26102,-0.470098,-0.038748
10-15-05 992,0,0,0,0,-0.709702,0.709702,0.07817,-0.611847,0.611847,0.03183,0.285782,0.285782,0.086746,0.121031262,0.26102,-0.470098,-0.038748
10-15-06 051,0,0,0,0,-0.709702,0.709702,0,-0.611847,0.611847,0,0.285782,0.285782,0,0,-0.007142,-0.114848,-0.074976
10-15-06 100,0,0,0,0,-0.709702,0.709702,0,-0.611847,0.611847,0,0.285782,0.285782,0,0,-0.007142,-0.114848,-0.074976
10-15-06 149,0,0,0,0,-0.709702,0.709702,0,-0.611847,0.611847,0,0.285782,0.285782,0,0,-0.007142,-0.114848,-0.074976
10-15-06 198,0,0,0,0,-0.692963,0.692963,0.016739,-0.657715,0.657715,0.045868,0.28125,0.28125,0.004532,0.049036788,-0.007142,-0.114848,-0.074976
10-15-06 256,0,0,0,0,-0.692963,0.692963,0,-0.657715,0.657715,0,0.28125,0.28125,0,0,0.121915,-0.009124,-0.059707
10-15-06 305,0,0,0,0,-0.692963,0.692963,0,-0.657715,0.657715,0,0.28125,0.28125,0,0,0.121915,-0.009124,-0.059707
10-15-06 354,0,0,0,0,-0.692963,0.692963,0,-0.657715,0.657715,0,0.28125,0.28125,0,0,0.121915,-0.009124,-0.059707
10-15-06 403,0,0,0,0,-0.766449,0.766449,0.073486,-0.628174,0.628174,0.029541,0.345184,0.345184,0.063934,0.101786145,0.121915,-0.009124,-0.059707
10-15-06 461,0,0,0,0,-0.766449,0.766449,0,-0.628174,0.628174,0,0.345184,0.345184,0,0,-0.017645,-0.155018,-0.329806
10-15-06 510,0,0,0,0,-0.766449,0.766449,0,-0.628174,0.628174,0,0.345184,0.345184,0,0,-0.017645,-0.155018,-0.329806
10-15-06 559,0,0,0,0,-0.766449,0.766449,0,-0.628174,0.628174,0,0.345184,0.345184,0,0,-0.017645,-0.155018,-0.329806
10-15-06 618,0,0,0,0,-0.492264,0.492264,0.274185,-0.634323,0.634323,0.006149,0.385941,0.385941,0.040757,0.277265861,-0.017645,-0.155018,-0.329806
10-15-06 666,0,0,0,0.04,-0.492264,0.492264,0,-0.634323,0.634323,0,0.385941,0.385941,0,0,0.165449,-0.369096,-0.240981
10-15-06 715,0,0,0,0,-0.492264,0.492264,0,-0.634323,0.634323,0,0.385941,0.385941,0,0,0.165449,-0.369096,-0.240981
10-15-06 764,0,0,0,0,-0.492264,0.492264,0,-0.634323,0.634323,0,0.385941,0.385941,0,0,0.165449,-0.369096,-0.240981
10-15-06 932,0,0,0,0,-0.646133,0.646133,0.153869,-0.693604,0.693604,0.059281,0.465973,0.465973,0.080032,0.183289463,-0.085742,0.141421,0.095187
10-15-06 937,0,0,0,0,-0.646133,0.646133,0,-0.693604,0.693604,0,0.465973,0.465973,0,0,-0.085742,0.141421,0.095187
10-15-06 940,0,0,0,0,-0.646133,0.646133,0,-0.693604,0.693604,0,0.465973,0.465973,0,0,-0.085742,0.141421,0.095187
10-15-06 970,0.08,0,0,0,-0.646133,0.646133,0,-0.693604,0.693604,0,0.465973,0.465973,0,0,-0.085742,0.141421,0.095187
10-15-07 027,0,0,0,0,-0.668015,0.668015,0.021882,-0.756439,0.756439,0.062835,0.400757,0.400757,0.065216,0.093167515,-0.26224,0.4304,0.975233
10-15-07 076,0,0,0,0,-0.668015,0.668015,0,-0.756439,0.756439,0,0.400757,0.400757,0,0,-0.26224,0.4304,0.975233
10-15-07 125,0,0,0,0,-0.668015,0.668015,0,-0.756439,0.756439,0,0.400757,0.400757,0,0,-0.26224,0.4304,0.975233
10-15-07 174,0,0,0,0,-0.668015,0.668015,0,-0.756439,0.756439,0,0.400757,0.400757,0,0,-0.26224,0.4304,0.975233
10-15-07 233,0,0,0,0.04,-0.79924,0.79924,0.131225,-0.486099,0.486099,0.27034,0.329865,0.329865,0.070892,0.308754582,0.468241,-0.277878,1.183775
10-15-07 282,0,0,0,0.08,-0.79924,0.79924,0,-0.486099,0.486099,0,0.329865,0.329865,0,0,0.468241,-0.277878,1.183775
10-15-07 330,0,0,0,0.12,-0.79924,0.79924,0,-0.486099,0.486099,0,0.329865,0.329865,0,0,0.468241,-0.277878,1.183775
10-15-07 389,0,0,0,0.08,-0.79924,0.79924,0,-0.486099,0.486099,0,0.329865,0.329865,0,0,0.468241,-0.277878,1.183775
10-15-07 438,0,0,0,0.04,-0.925797,0.925797,0.126557,-0.182938,0.182938,0.303161,0.42572,0.42572,0.095855,0.342215498,-0.184943,0.479972,1.249636
10-15-07 487,0,0,0,0,-0.925797,0.925797,0,-0.182938,0.182938,0,0.42572,0.42572,0,0,-0.184943,0.479972,1.249636
